ABACAVIR 300 mg CP	 2124	 22	 4	 264.87994350282486	 278.70852480885253	 151.0	 1.0	 151.0	 600.0	 528.5310734463277	 127.80011934019265	 600.0	 600.0	 600.0	 600.0	 1.228813559322034	 0.4200689400472451	 1.0	 1.0	 1.0	 1.0	 (Cov+0.65)	 0.07954545454545456	 	 (IsoF+0.02)	 0.0831758034026465	 	 (LOF+0.01)	 0.02050326188257223	 	 (SVM+0.03)	 1.0	 	 (Gau+0.01)	 0.0831758034026465	 	 (DDC+0.91)	 1.0	 	 (DDC-C+0.48000000000000004)	 1.0	 	 (DDC-J+0.04)	 1.0	 	 (DDC-H+0.91)	 1.0	 
ACICLOVIR 200 mg CP	 2359	 63	 19	 138.44150063586267	 178.69923255932096	 103.0	 3.0	 103.0	 200.0	 273.59050445103856	 165.33482211210094	 200.0	 200.0	 200.0	 200.0	 3.2924968206867318	 0.8494511590487249	 3.0	 3.0	 3.0	 3.0	 (Cov+0.23)	 0.23954372623574144	 	 (IsoF+0.05)	 0.696132596685083	 	 (LOF+0.22)	 0.2052117263843648	 	 (SVM+0.17)	 0.4736842105263158	 	 (Gau+0.64)	 0.20723684210526316	 	 (DDC+0.9500000000000001)	 0.36416184971098264	 	 (DDC-C+0.53)	 0.46428571428571436	 	 (DDC-J+0.42000000000000004)	 0.36416184971098264	 	 (DDC-H+0.9600000000000001)	 0.2591687041564792	 
ALOPURINOL 100 mg CP	 4729	 23	 12	 79.5297631634595	 99.94326598051478	 53.0	 1.0	 53.0	 100.0	 157.67604144639458	 88.1080476457649	 100.0	 100.0	 100.0	 300.0	 1.3834848805244238	 0.7766278436973779	 1.0	 1.0	 1.0	 1.0	 (Cov+0.04)	 0.5333333333333332	 	 (IsoF+0.01)	 0.14457831325301204	 	 (LOF+0.060000000000000005)	 0.05839416058394161	 	 (SVM+0.02)	 0.27218934911242604	 	 (Gau+0.05)	 0.015789473684210523	 	 (DDC+0.91)	 0.4946236559139785	 	 (DDC-C+0.48000000000000004)	 0.42857142857142855	 	 (DDC-J+0.04)	 0.6388888888888888	 	 (DDC-H+0.9400000000000001)	 0.05655526992287917	 
AMITRIPTILINA 25 mg CP	 13462	 19	 14	 18.98897823503194	 22.955253077271884	 5.125	 1.0	 5.125	 25.0	 36.94668325657406	 20.220970780191895	 25.0	 25.0	 25.0	 50.0	 1.0312732134898233	 0.20319721550285458	 1.0	 1.0	 1.0	 1.0	 (Cov+0.22)	 0.016225448334756618	 	 (IsoF+0.03)	 0.06354515050167225	 	 (LOF+0.02)	 0.10704225352112676	 	 (SVM+0.08)	 0.01545972335231896	 	 (Gau+0.01)	 0.00289193302891933	 	 (DDC+0.9)	 1.0	 	 (DDC-C+0.01)	 0.0	 	 (DDC-J+0.02)	 0.5507246376811594	 	 (DDC-H+0.8300000000000001)	 0.4523809523809524	 
AMOXICILINA + CLAVULANATO 500 mg + 125 mg CP	 3005	 26	 11	 594.4858153078203	 11169.89283079833	 252.0625	 3.0	 252.0625	 625.0	 1186.023544093178	 15774.446990414179	 625.0	 625.0	 625.0	 625.0	 2.9480865224625625	 0.28372463127253394	 3.0	 3.0	 3.0	 3.0	 (Cov+0.03)	 0.2222222222222222	 	 (IsoF+0.01)	 0.5915492957746479	 	 (LOF+0.09999999999999999)	 0.15160349854227406	 	 (SVM+0.05)	 0.23744292237442924	 	 (Gau+0.01)	 0.017156054107555264	 	 (DDC+0.91)	 0.6341463414634146	 	 (DDC-C+0.46)	 0.14285714285714288	 	 (DDC-J+0.08)	 0.8813559322033898	 	 (DDC-H+0.86)	 0.8695652173913044	 
AMPICILINA + SULBACTAM 2 g + 1 g SOL INJ	 7226	 296	 7	 3.4875103791862716	 0.6266409746542534	 3.0	 3.0	 3.0	 4.0	 3.0043592582341545	 0.1399916387551162	 3.0	 3.0	 3.0	 3.0	 3.970661500138389	 0.5467084707184874	 4.0	 4.0	 4.0	 4.0	 (Cov+0.01)	 0.13249211356466875	 	 (IsoF+0.03)	 0.7800829875518672	 	 (LOF+0.01)	 0.9484902309058614	 	 (SVM+0.060000000000000005)	 0.8032564450474898	 	 (Gau+0.17)	 1.0	 	 (DDC+0.92)	 1.0	 	 (DDC-C+0.68)	 0.0631578947368421	 	 (DDC-J+0.25)	 0.8032564450474898	 	 (DDC-H+0.87)	 0.7681564245810055	 
AMPICILINA 1000 mg SOL INJ - SEM DILUENTE	 1361	 239	 14	 784.6855253490081	 873.7346641511631	 6.0	 4.0	 6.0	 2000.0	 1565.0279206465834	 555.8359426177979	 2000.0	 1000.0	 2000.0	 2000.0	 4.34313005143277	 1.5568478926183211	 4.0	 4.0	 4.0	 6.0	 (Cov+0.17)	 0.8865096359743041	 	 (IsoF+0.14)	 0.8835489833641405	 	 (LOF+0.2)	 0.8835489833641405	 	 (SVM+0.48000000000000004)	 0.8835489833641405	 	 (Gau+0.09)	 0.3027232425585814	 	 (DDC+0.98)	 0.5515587529976019	 	 (DDC-C+0.59)	 0.8814814814814814	 	 (DDC-J+0.56)	 0.5515587529976019	 	 (DDC-H+0.98)	 0.5445783132530121	 
ANLODIPINO 10 mg CP	 15584	 268	 5	 5.5078285420944555	 4.495399234618701	 4.0	 1.0	 4.0	 10.0	 9.998716632443532	 0.25331152913186494	 10.0	 10.0	 10.0	 10.0	 1.01694045174538	 0.13003901857264216	 1.0	 1.0	 1.0	 1.0	 (Cov+0.060000000000000005)	 0.9886792452830189	 	 (IsoF+0.01)	 0.9886792452830189	 	 (LOF+0.01)	 0.9710144927536231	 	 (SVM+0.01)	 0.03381276810497098	 	 (Gau+0.01)	 0.9710144927536231	 	 (DDC+0.92)	 0.9710144927536231	 	 (DDC-C+0.53)	 0.9558823529411764	 	 (DDC-J+0.09)	 0.9710144927536231	 	 (DDC-H+0.99)	 0.9710144927536231	 
ANLODIPINO 5 mg CP	 10392	 46	 10	 3.2179561200923787	 2.2067594516666924	 2.5	 1.0	 2.5	 5.0	 5.254811393379523	 1.1346194855777152	 5.0	 5.0	 5.0	 5.0	 1.1811008468052349	 0.3932611973645908	 1.0	 1.0	 1.0	 1.0	 (Cov+0.01)	 0.0	 	 (IsoF+0.02)	 0.12520593080724876	 	 (LOF+0.01)	 0.008813949032381682	 	 (SVM+0.13)	 0.14488188976377953	 	 (Gau+0.02)	 0.14488188976377953	 	 (DDC+0.92)	 0.9787234042553191	 	 (DDC-C+0.6)	 0.33766233766233766	 	 (DDC-J+0.02)	 0.8214285714285715	 	 (DDC-H+0.89)	 0.03993344425956739	 
ATENOLOL 25 mg CP	 5386	 199	 13	 13.39820831786112	 12.364592006321221	 8.25	 2.0	 8.25	 25.0	 25.232083178611216	 5.035796407335554	 25.0	 25.0	 25.0	 25.0	 1.5643334571110286	 0.5708213990781774	 2.0	 1.0	 2.0	 2.0	 (Cov+0.09999999999999999)	 0.634768740031898	 	 (IsoF+0.060000000000000005)	 0.6388443017656501	 	 (LOF+0.03)	 0.656964656964657	 	 (SVM+0.03)	 0.7056737588652483	 	 (Gau+0.01)	 0.656964656964657	 	 (DDC+0.9400000000000001)	 0.634768740031898	 	 (DDC-C+0.6)	 0.8826815642458101	 	 (DDC-J+0.37)	 0.634768740031898	 	 (DDC-H+0.97)	 0.6221498371335504	 
